t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0.95,-14.33,-0.14185,3.9925,0.12839,0.21355,-0.48533,0.83807,1.8551,-3.2451,-0.18966,-0.049122,-0.39492,-0.01097,2.5034,-4.5332,-0.40918,0,0,0,6.8485,6.7588,6.5861,6.6312,-1.298,3.2968,2.4207,-2.1834,12.536,5.4832
0.96,-14.312,-0.17453,3.9906,0.12716,0.21202,-0.48573,0.83842,1.8801,-3.2903,-0.19363,-0.052974,-0.40666,-0.011945,2.4903,-4.4997,-0.38471,0,0,0,6.8502,6.7625,6.5898,6.6327,-1.3192,3.4214,2.4732,-2.0619,12.393,5.0176
0.97,-14.293,-0.20765,3.9887,0.12588,0.21046,-0.48613,0.83878,1.9049,-3.3351,-0.19736,-0.056841,-0.41804,-0.012921,2.477,-4.4648,-0.35973,0,0,0,6.8519,6.7662,6.5935,6.6344,-1.3392,3.5446,2.5211,-1.9392,12.245,4.5731
0.98,-14.274,-0.24123,3.9867,0.12455,0.20885,-0.48652,0.83915,1.9296,-3.3795,-0.20083,-0.060725,-0.42907,-0.013896,2.4635,-4.4288,-0.3343,0,0,0,6.8537,6.7699,6.5973,6.6361,-1.358,3.6663,2.5647,-1.8157,12.094,4.1487
0.99,-14.254,-0.27524,3.9847,0.12319,0.20721,-0.48691,0.83953,1.9542,-3.4237,-0.20404,-0.064625,-0.43974,-0.014871,2.4499,-4.3915,-0.30845,0,0,0,6.8554,6.7735,6.6011,6.638,-1.3756,3.7865,2.6042,-1.6914,11.941,3.7436
1,-14.235,-0.3097,3.9826,0.12178,0.20553,-0.48729,0.83992,1.9786,-3.4674,-0.20699,-0.068544,-0.45008,-0.015845,2.436,-4.353,-0.28223,0,0,0,6.8571,6.7771,6.6049,6.6399,-1.3918,3.9051,2.6397,-1.5668,11.784,3.357
1.01,-14.215,-0.34459,3.9805,0.12033,0.20381,-0.48768,0.84033,2.0029,-3.5107,-0.20968,-0.072481,-0.46009,-0.016818,2.422,-4.3134,-0.25567,0,0,0,6.8588,6.7806,6.6088,6.6419,-1.4069,4.0222,2.6714,-1.4419,11.624,2.988
1.02,-14.195,-0.37991,3.9784,0.11884,0.20207,-0.48805,0.84074,2.0271,-3.5536,-0.21211,-0.076436,-0.46978,-0.017788,2.4079,-4.2726,-0.22881,0,0,0,6.8604,6.784,6.6127,6.644,-1.4207,4.1376,2.6995,-1.317,11.463,2.6357
1.03,-14.174,-0.41566,3.9763,0.11731,0.20029,-0.48843,0.84117,2.0511,-3.5962,-0.21426,-0.080409,-0.47916,-0.018756,2.3936,-4.2307,-0.20169,0,0,0,6.8621,6.7873,6.6166,6.6462,-1.4332,4.2514,2.7241,-1.1923,11.298,2.2994
1.04,-14.154,-0.45183,3.9741,0.11574,0.19848,-0.48879,0.8416,2.0749,-3.6382,-0.21614,-0.084402,-0.48823,-0.019721,2.3792,-4.1876,-0.17434,0,0,0,6.8636,6.7905,6.6206,6.6484,-1.4445,4.3636,2.7455,-1.0682,11.132,1.9781
1.05,-14.133,-0.48842,3.972,0.11414,0.19664,-0.48915,0.84204,2.0987,-3.6799,-0.21774,-0.088412,-0.49701,-0.020682,2.3647,-4.1434,-0.14679,0,0,0,6.8652,6.7937,6.6245,6.6507,-1.4546,4.4741,2.7638,-0.94465,10.963,1.671
1.06,-14.112,-0.52543,3.9698,0.11249,0.19477,-0.4895,0.8425,2.1222,-3.7211,-0.21907,-0.092441,-0.5055,-0.021639,2.3501,-4.0981,-0.11908,0,0,0,6.8667,6.7968,6.6285,6.6531,-1.4634,4.5828,2.779,-0.82206,10.793,1.3773
1.07,-14.09,-0.56284,3.9676,0.11081,0.19287,-0.48985,0.84295,2.1457,-3.7619,-0.22013,-0.096488,-0.5137,-0.022591,2.3355,-4.0517,-0.091221,0,0,0,6.8681,6.7997,6.6325,6.6556,-1.471,4.6899,2.7913,-0.70061,10.622,1.0961
1.08,-14.069,-0.60066,3.9654,0.1091,0.19095,-0.49018,0.84342,2.169,-3.8021,-0.2209,-0.10055,-0.52163,-0.023537,2.3207,-4.0043,-0.063258,0,0,0,6.8694,6.8026,6.6366,6.6581,-1.4774,4.7953,2.8009,-0.58052,10.449,0.82662
1.09,-14.047,-0.63889,3.9632,0.10734,0.189,-0.49051,0.84389,2.1921,-3.8419,-0.22139,-0.10463,-0.52929,-0.024478,2.3059,-3.9558,-0.035211,0,0,0,6.8707,6.8054,6.6407,6.6607,-1.4827,4.8989,2.8079,-0.46202,10.274,0.56791
1.1,-14.025,-0.6775,3.9609,0.10555,0.18703,-0.49083,0.84437,2.2151,-3.8813,-0.2216,-0.10873,-0.53668,-0.025411,2.2911,-3.9063,-0.0071079,0,0,0,6.872,6.8082,6.6448,6.6633,-1.4867,5.0008,2.8123,-0.34534,10.099,0.31917
1.11,-14.003,-0.71651,3.9587,0.10373,0.18504,-0.49114,0.84486,2.2379,-3.9201,-0.22153,-0.11285,-0.54381,-0.026337,2.2762,-3.8558,0.021027,0,0,0,6.8731,6.8108,6.6489,6.6661,-1.4896,5.1009,2.8143,-0.2307,9.9235,0.079536
1.12,-13.98,-0.7559,3.9565,0.10188,0.18302,-0.49143,0.84535,2.2606,-3.9584,-0.22118,-0.11698,-0.55069,-0.027256,2.2613,-3.8043,0.049171,0,0,0,6.8743,6.8133,6.6531,6.6689,-1.4913,5.1992,2.814,-0.11834,9.747,-0.15183
1.13,-13.957,-0.79567,3.9543,0.099986,0.18099,-0.49172,0.84585,2.2831,-3.9962,-0.22055,-0.12112,-0.55732,-0.028165,2.2464,-3.7519,0.077299,0,0,0,6.8753,6.8158,6.6573,6.6718,-1.4919,5.2958,2.8113,-0.0084656,9.5702,-0.37578
1.14,-13.934,-0.83582,3.9521,0.098063,0.17893,-0.492,0.84635,2.3055,-4.0334,-0.21964,-0.12527,-0.5637,-0.029065,2.2315,-3.6984,0.10539,0,0,0,6.8763,6.8181,6.6616,6.6747,-1.4915,5.3906,2.8065,0.098681,9.3932,-0.59316
1.15,-13.911,-0.87634,3.9499,0.096108,0.17686,-0.49226,0.84686,2.3278,-4.0701,-0.21844,-0.12944,-0.56984,-0.029955,2.2165,-3.644,0.13342,0,0,0,6.8772,6.8204,6.6659,6.6778,-1.49,5.4837,2.7995,0.20288,9.2162,-0.80483
1.16,-13.888,-0.91722,3.9477,0.094121,0.17476,-0.49251,0.84737,2.3499,-4.1063,-0.21697,-0.13362,-0.57575,-0.030834,2.2017,-3.5888,0.16137,0,0,0,6.878,6.8226,6.6702,6.6809,-1.4874,5.575,2.7904,0.3039,9.0394,-1.0116
1.17,-13.864,-0.95847,3.9456,0.092102,0.17266,-0.49275,0.84788,2.3718,-4.1419,-0.21521,-0.1378,-0.58142,-0.031702,2.1868,-3.5326,0.18922,0,0,0,6.8788,6.8247,6.6746,6.6841,-1.4839,5.6645,2.7793,0.40152,8.8631,-1.2144
1.18,-13.84,-1.0001,3.9434,0.090054,0.17053,-0.49298,0.8484,2.3936,-4.1769,-0.21318,-0.142,-0.58687,-0.032558,2.172,-3.4755,0.21695,0,0,0,6.8795,6.8267,6.679,6.6874,-1.4794,5.7522,2.7661,0.49551,8.6873,-1.414
1.19,-13.816,-1.042,3.9413,0.087975,0.16839,-0.49319,0.84892,2.4152,-4.2114,-0.21088,-0.1462,-0.59209,-0.033401,2.1572,-3.4175,0.24454,0,0,0,6.8801,6.8287,6.6835,6.6907,-1.474,5.8382,2.751,0.58565,8.5124,-1.6113
1.2,-13.792,-1.0843,3.9392,0.085866,0.16624,-0.49338,0.84945,2.4367,-4.2453,-0.20829,-0.1504,-0.5971,-0.034231,2.1425,-3.3587,0.27196,0,0,0,6.8807,6.8306,6.688,6.6942,-1.4677,5.9225,2.7339,0.67171,8.3384,-1.8072
1.21,-13.768,-1.1269,3.9371,0.083729,0.16408,-0.49357,0.84998,2.4581,-4.2786,-0.20544,-0.15461,-0.60189,-0.035047,2.1279,-3.2991,0.29921,0,0,0,6.8812,6.8324,6.6925,6.6977,-1.4606,6.005,2.7148,0.75346,8.1657,-2.0024
1.22,-13.743,-1.1699,3.9351,0.081563,0.1619,-0.49373,0.85051,2.4793,-4.3113,-0.20231,-0.15881,-0.60646,-0.035848,2.1133,-3.2386,0.32625,0,0,0,6.8817,6.8342,6.6971,6.7013,-1.4527,6.0858,2.6938,0.83079,7.9942,-2.1975
1.23,-13.718,-1.2131,3.9331,0.079369,0.15971,-0.49388,0.85104,2.5004,-4.3433,-0.19891,-0.16302,-0.61083,-0.036634,2.0988,-3.1774,0.35308,0,0,0,6.8821,6.8359,6.7017,6.7049,-1.444,6.1649,2.6709,0.9038,7.8241,-2.3923
1.24,-13.693,-1.2567,3.9311,0.077147,0.15751,-0.49402,0.85158,2.5213,-4.3748,-0.19525,-0.16722,-0.61499,-0.037405,2.0844,-3.1153,0.37966,0,0,0,6.8825,6.8375,6.7064,6.7087,-1.4346,6.2423,2.646,0.97259,7.6551,-2.5866
1.25,-13.668,-1.3006,3.9292,0.074899,0.1553,-0.49413,0.85212,2.542,-4.4056,-0.19132,-0.17142,-0.61896,-0.038159,2.0701,-3.0525,0.40599,0,0,0,6.8829,6.8391,6.711,6.7125,-1.4246,6.318,2.6192,1.0373,7.4874,-2.7802
1.26,-13.642,-1.3448,3.9273,0.072625,0.15309,-0.49423,0.85266,2.5627,-4.4359,-0.18713,-0.17562,-0.62273,-0.038897,2.0559,-2.989,0.43204,0,0,0,6.8832,6.8407,6.7157,6.7163,-1.4139,6.392,2.5904,1.0979,7.3208,-2.9729
1.27,-13.616,-1.3893,3.9255,0.070325,0.15086,-0.49432,0.8532,2.5832,-4.4654,-0.18268,-0.17981,-0.62631,-0.039618,2.0418,-2.9247,0.45779,0,0,0,6.8835,6.8421,6.7204,6.7202,-1.4026,6.4644,2.5597,1.1547,7.1553,-3.1645
1.28,-13.59,-1.4341,3.9237,0.067999,0.14863,-0.49438,0.85374,2.6035,-4.4943,-0.17798,-0.18399,-0.6297,-0.040322,2.0279,-2.8597,0.48323,0,0,0,6.8837,6.8436,6.7251,6.7241,-1.3908,6.5351,2.5271,1.2077,6.9909,-3.3548
1.29,-13.564,-1.4792,3.9219,0.065649,0.14639,-0.49442,0.85429,2.6237,-4.5226,-0.17302,-0.18816,-0.63291,-0.041009,2.014,-2.794,0.50833,0,0,0,6.8839,6.845,6.7299,6.7281,-1.3785,6.6042,2.4926,1.2571,6.8275,-3.5436
1.3,-13.538,-1.5246,3.9202,0.063274,0.14415,-0.49445,0.85483,2.6438,-4.5502,-0.16781,-0.19232,-0.63594,-0.041677,2.0003,-2.7276,0.53308,0,0,0,6.8842,6.8463,6.7346,6.7321,-1.3657,6.6717,2.4562,1.3028,6.6651,-3.7306
1.31,-13.511,-1.5702,3.9185,0.060876,0.1419,-0.49446,0.85538,2.6637,-4.5772,-0.16236,-0.19648,-0.6388,-0.042327,1.9867,-2.6606,0.55745,0,0,0,6.8843,6.8477,6.7393,6.7362,-1.3524,6.7375,2.418,1.3451,6.5037,-3.9158
1.32,-13.485,-1.6161,3.9169,0.058455,0.13965,-0.49444,0.85593,2.6835,-4.6034,-0.15666,-0.20062,-0.64149,-0.04296,1.9733,-2.5929,0.58143,0,0,0,6.8845,6.8489,6.744,6.7402,-1.3388,6.8018,2.3779,1.3841,6.3432,-4.0987
1.33,-13.458,-1.6623,3.9154,0.056011,0.13739,-0.49441,0.85647,2.7032,-4.629,-0.15073,-0.20475,-0.64401,-0.043573,1.9599,-2.5245,0.605,0,0,0,6.8846,6.8502,6.7487,6.7443,-1.3248,6.8644,2.336,1.4198,6.1835,-4.2794
1.34,-13.431,-1.7087,3.9139,0.053544,0.13513,-0.49435,0.85702,2.7227,-4.6539,-0.14456,-0.20886,-0.64638,-0.044169,1.9468,-2.4556,0.62814,0,0,0,6.8848,6.8514,6.7533,6.7484,-1.3104,6.9254,2.2924,1.4524,6.0246,-4.4575
1.35,-13.403,-1.7554,3.9125,0.051056,0.13287,-0.49428,0.85757,2.7421,-4.6781,-0.13817,-0.21296,-0.64859,-0.044746,1.9337,-2.386,0.65084,0,0,0,6.8849,6.8525,6.7579,6.7524,-1.2957,6.9849,2.2469,1.4819,5.8666,-4.6328
1.36,-13.376,-1.8023,3.9112,0.048547,0.13061,-0.49418,0.85812,2.7614,-4.7016,-0.13155,-0.21705,-0.65064,-0.045304,1.9209,-2.3159,0.67308,0,0,0,6.885,6.8536,6.7625,6.7565,-1.2808,7.0428,2.1997,1.5086,5.7092,-4.8052
1.37,-13.348,-1.8494,3.9099,0.046016,0.12835,-0.49406,0.85867,2.7805,-4.7244,-0.12471,-0.22112,-0.65255,-0.045844,1.9081,-2.2452,0.69483,0,0,0,6.8851,6.8547,6.767,6.7606,-1.2656,7.0991,2.1508,1.5324,5.5526,-4.9744
1.38,-13.32,-1.8968,3.9087,0.043466,0.12608,-0.49392,0.85922,2.7996,-4.7465,-0.11765,-0.22518,-0.65432,-0.046365,1.8955,-2.1739,0.71609,0,0,0,6.8851,6.8558,6.7715,6.7646,-1.2501,7.1538,2.1002,1.5536,5.3966,-5.1402
1.39,-13.292,-1.9443,3.9075,0.040895,0.12382,-0.49375,0.85977,2.8185,-4.7679,-0.11039,-0.22922,-0.65595,-0.046868,1.8831,-2.1021,0.73683,0,0,0,6.8852,6.8568,6.776,6.7686,-1.2345,7.207,2.048,1.5721,5.2412,-5.3024
1.4,-13.264,-1.9921,3.9065,0.038305,0.12156,-0.49356,0.86032,2.8372,-4.7886,-0.10292,-0.23325,-0.65744,-0.047352,1.8709,-2.0298,0.75704,0,0,0,6.8852,6.8577,6.7803,6.7726,-1.2187,7.2586,1.9942,1.5882,5.0864,-5.4609
1.41,-13.235,-2.0401,3.9055,0.035696,0.1193,-0.49335,0.86087,2.8559,-4.8085,-0.09525,-0.23726,-0.65881,-0.047817,1.8588,-1.9569,0.77671,0,0,0,6.8852,6.8586,6.7847,6.7766,-1.2027,7.3087,1.9388,1.6019,4.9321,-5.6154
1.42,-13.207,-2.0883,3.9046,0.033068,0.11704,-0.49311,0.86142,2.8744,-4.8277,-0.087387,-0.24125,-0.66004,-0.048265,1.8468,-1.8836,0.79581,0,0,0,6.8852,6.8595,6.7889,6.7805,-1.1867,7.3573,1.8819,1.6134,4.7784,-5.7656
1.43,-13.178,-2.1366,3.9037,0.030422,0.11479,-0.49285,0.86197,2.8928,-4.8462,-0.079335,-0.24523,-0.66116,-0.048694,1.835,-1.8098,0.81434,0,0,0,6.8852,6.8604,6.7931,6.7843,-1.1705,7.4043,1.8235,1.6227,4.625,-5.9115
1.44,-13.149,-2.1852,3.903,0.027758,0.11254,-0.49257,0.86252,2.9111,-4.8639,-0.071102,-0.24919,-0.66215,-0.049106,1.8234,-1.7355,0.83228,0,0,0,6.8852,6.8611,6.7972,6.7881,-1.1542,7.4498,1.7637,1.63,4.4721,-6.0527
1.45,-13.12,-2.2339,3.9023,0.025077,0.11029,-0.49226,0.86307,2.9293,-4.8809,-0.062692,-0.25314,-0.66303,-0.049499,1.8119,-1.6608,0.84961,0,0,0,6.8851,6.8619,6.8012,6.7919,-1.1379,7.4938,1.7025,1.6353,4.3195,-6.1891
1.46,-13.09,-2.2828,3.9017,0.022378,0.10804,-0.49192,0.86362,2.9473,-4.8971,-0.054112,-0.25706,-0.6638,-0.049875,1.8006,-1.5857,0.86632,0,0,0,6.885,6.8626,6.8051,6.7956,-1.1215,7.5362,1.6399,1.6388,4.1673,-6.3205
1.47,-13.061,-2.3319,3.9012,0.019663,0.10581,-0.49156,0.86417,2.9653,-4.9126,-0.045367,-0.26097,-0.66446,-0.050234,1.7895,-1.5101,0.8824,0,0,0,6.8848,6.8632,6.8089,6.7992,-1.1051,7.5771,1.5761,1.6406,4.0153,-6.4467
1.48,-13.031,-2.3811,3.9008,0.016931,0.10357,-0.49117,0.86472,2.9831,-4.9273,-0.036466,-0.26487,-0.66501,-0.050575,1.7785,-1.4341,0.89784,0,0,0,6.8847,6.8638,6.8126,6.8027,-1.0887,7.6165,1.511,1.6407,3.8636,-6.5674
1.49,-13.001,-2.4304,3.9005,0.014183,0.10134,-0.49075,0.86527,3.0009,-4.9413,-0.027413,-0.26875,-0.66546,-0.0509,1.7677,-1.3578,0.91262,0,0,0,6.8845,6.8644,6.8163,6.8062,-1.0723,7.6544,1.4447,1.6394,3.7121,-6.6825
1.5,-12.971,-2.4799,3.9003,0.01142,0.099122,-0.49031,0.86582,3.0185,-4.9545,-0.018215,-0.27261,-0.66582,-0.051208,1.7571,-1.281,0.92673,0,0,0,6.8843,6.8649,6.8198,6.8096,-1.0559,7.6907,1.3774,1.6367,3.5607,-6.7917
1.51,-12.941,-2.5295,3.9001,0.0086406,0.096906,-0.48984,0.86637,3.036,-4.9669,-0.0088803,-0.27645,-0.66607,-0.051499,1.7466,-1.204,0.94016,0,0,0,6.884,6.8653,6.8232,6.8128,-1.0396,7.7256,1.3089,1.6327,3.4094,-6.8949
1.52,-12.91,-2.5792,3.9001,0.0058467,0.094698,-0.48934,0.86692,3.0534,-4.9786,0.00058559,-0.28028,-0.66624,-0.051774,1.7363,-1.1265,0.95291,0,0,0,6.8837,6.8657,6.8265,6.816,-1.0233,7.7589,1.2395,1.6275,3.2582,-6.9918
1.53,-12.88,-2.6291,3.9002,0.003038,0.092497,-0.48881,0.86747,3.0707,-4.9894,0.010175,-0.28409,-0.66631,-0.052033,1.7261,-1.0488,0.96495,0,0,0,6.8833,6.866,6.8297,6.8192,-1.007,7.7908,1.1691,1.6213,3.1071,-7.0822
1.54,-12.849,-2.679,3.9003,0.00021489,0.090304,-0.48826,0.86802,3.0879,-4.9995,0.019882,-0.28789,-0.66629,-0.052276,1.7162,-0.97072,0.97629,0,0,0,6.8829,6.8663,6.8328,6.8222,-0.99085,7.8211,1.0979,1.6141,2.9559,-7.166
1.55,-12.818,-2.729,3.9005,-0.0026223,0.088119,-0.48767,0.86856,3.1051,-5.0088,0.029699,-0.29167,-0.66619,-0.052504,1.7063,-0.89236,0.98691,0,0,0,6.8825,6.8665,6.8358,6.8251,-0.97474,7.8499,1.0258,1.6061,2.8047,-7.2429
1.56,-12.787,-2.7792,3.9009,-0.0054734,0.085943,-0.48706,0.86911,3.1221,-5.0174,0.039618,-0.29543,-0.666,-0.052716,1.6967,-0.81373,0.9968,0,0,0,6.882,6.8666,6.8387,6.8279,-0.95873,7.8772,0.95304,1.5973,2.6534,-7.3127
1.57,-12.755,-2.8294,3.9013,-0.008338,0.083776,-0.48641,0.86966,3.139,-5.0251,0.049632,-0.29918,-0.66572,-0.052914,1.6872,-0.73483,1.006,0,0,0,6.8814,6.8667,6.8414,6.8306,-0.9428,7.9029,0.87959,1.5879,2.5019,-7.3752
1.58,-12.724,-2.8797,3.9019,-0.011216,0.081618,-0.48574,0.87021,3.1558,-5.0321,0.059735,-0.30291,-0.66536,-0.053097,1.6778,-0.65567,1.0144,0,0,0,6.8808,6.8667,6.8441,6.8332,-0.92697,7.9272,0.80556,1.578,2.3503,-7.4302
1.59,-12.692,-2.93,3.9025,-0.014107,0.079471,-0.48504,0.87076,3.1725,-5.0382,0.069918,-0.30662,-0.66492,-0.053265,1.6686,-0.57629,1.0221,0,0,0,6.8801,6.8666,6.8466,6.8357,-0.91124,7.9499,0.73102,1.5677,2.1985,-7.4775
1.6,-12.66,-2.9804,3.9033,-0.01701,0.077334,-0.4843,0.87131,3.1892,-5.0436,0.080174,-0.31032,-0.6644,-0.053419,1.6596,-0.49668,1.029,0,0,0,6.8794,6.8665,6.849,6.8381,-0.89562,7.9712,0.65604,1.5571,2.0464,-7.5169
1.61,-12.628,-3.0309,3.9041,-0.019926,0.075207,-0.48353,0.87186,3.2057,-5.0482,0.090495,-0.314,-0.6638,-0.05356,1.6507,-0.41687,1.0352,0,0,0,6.8786,6.8663,6.8513,6.8404,-0.8801,7.9909,0.58071,1.5461,1.894,-7.5484
1.62,-12.596,-3.0814,3.9051,-0.022854,0.073092,-0.48274,0.87241,3.2222,-5.0519,0.10088,-0.31767,-0.66312,-0.053686,1.642,-0.33687,1.0406,0,0,0,6.8778,6.8661,6.8535,6.8426,-0.8647,8.009,0.5051,1.5349,1.7415,-7.5723
1.63,-12.564,-3.1319,3.9062,-0.025794,0.070988,-0.4819,0.87296,3.2386,-5.0549,0.11131,-0.32131,-0.66236,-0.053798,1.6334,-0.25669,1.0453,0,0,0,6.8769,6.8657,6.8556,6.8447,-0.8494,8.0257,0.42929,1.5234,1.5888,-7.5886
1.64,-12.532,-3.1825,3.9073,-0.028746,0.068897,-0.48104,0.87351,3.2549,-5.0571,0.12178,-0.32494,-0.66152,-0.053898,1.625,-0.17636,1.0492,0,0,0,6.8759,6.8654,6.8575,6.8467,-0.83423,8.0408,0.35335,1.5116,1.436,-7.5978
1.65,-12.499,-3.2331,3.9086,-0.031709,0.066817,-0.48015,0.87407,3.2711,-5.0584,0.13229,-0.32855,-0.6606,-0.053984,1.6167,-0.095881,1.0524,0,0,0,6.8748,6.8649,6.8594,6.8486,-0.81917,8.0544,0.27735,1.4994,1.2831,-7.5998
1.66,-12.466,-3.2837,3.91,-0.034683,0.064751,-0.47922,0.87462,3.2872,-5.059,0.14282,-0.33215,-0.6596,-0.054057,1.6086,-0.015275,1.0548,0,0,0,6.8737,6.8644,6.8611,6.8503,-0.80424,8.0665,0.20137,1.4868,1.1303,-7.5949
1.67,-12.433,-3.3343,3.9114,-0.037667,0.062698,-0.47825,0.87517,3.3032,-5.0587,0.15338,-0.33572,-0.65852,-0.054117,1.6006,0.065443,1.0564,0,0,0,6.8725,6.8638,6.8628,6.852,-0.78944,8.077,0.12548,1.4738,0.97743,-7.5834
1.68,-12.4,-3.3848,3.913,-0.040662,0.060658,-0.47725,0.87573,3.3192,-5.0577,0.16395,-0.33927,-0.65735,-0.054165,1.5928,0.14626,1.0573,0,0,0,6.8713,6.8632,6.8643,6.8536,-0.77477,8.086,0.049728,1.4605,0.82467,-7.5653
1.69,-12.367,-3.4354,3.9147,-0.043668,0.058633,-0.47622,0.87628,3.3351,-5.0558,0.17452,-0.3428,-0.65611,-0.0542,1.5851,0.22716,1.0574,0,0,0,6.87,6.8625,6.8658,6.8551,-0.76023,8.0935,-0.025808,1.4467,0.67204,-7.541
1.7,-12.333,-3.486,3.9165,-0.046683,0.056622,-0.47516,0.87684,3.3509,-5.0531,0.18509,-0.34631,-0.65478,-0.054223,1.5776,0.30813,1.0568,0,0,0,6.8686,6.8618,6.8671,6.8565,-0.74583,8.0995,-0.10107,1.4325,0.51958,-7.5105
1.71,-12.3,-3.5365,3.9184,-0.049708,0.054626,-0.47405,0.87739,3.3667,-5.0496,0.19565,-0.3498,-0.65337,-0.054233,1.5702,0.38914,1.0554,0,0,0,6.8672,6.861,6.8684,6.8578,-0.73158,8.1039,-0.176,1.4178,0.36733,-7.4741
1.72,-12.266,-3.5869,3.9204,-0.052742,0.052645,-0.47291,0.87795,3.3823,-5.0453,0.2062,-0.35326,-0.65188,-0.054232,1.563,0.4702,1.0532,0,0,0,6.8657,6.8601,6.8696,6.8591,-0.71748,8.1068,-0.25053,1.4027,0.21535,-7.432
1.73,-12.232,-3.6374,3.9226,-0.055785,0.05068,-0.47174,0.87851,3.3979,-5.0402,0.21672,-0.3567,-0.6503,-0.054219,1.5559,0.55127,1.0504,0,0,0,6.8642,6.8593,6.8707,6.8602,-0.70353,8.1082,-0.32462,1.387,0.063683,-7.3843
1.74,-12.198,-3.6877,3.9248,-0.058837,0.048732,-0.47053,0.87907,3.4134,-5.0343,0.2272,-0.36011,-0.64863,-0.054195,1.5489,0.63236,1.0467,0,0,0,6.8626,6.8583,6.8716,6.8613,-0.68974,8.1081,-0.3982,1.3708,-0.087631,-7.3313
1.75,-12.164,-3.7381,3.9271,-0.061897,0.0468,-0.46928,0.87963,3.4289,-5.0276,0.23765,-0.36349,-0.64688,-0.054159,1.5421,0.71343,1.0424,0,0,0,6.8609,6.8573,6.8726,6.8623,-0.67612,8.1065,-0.47123,1.3541,-0.23854,-7.2732
1.76,-12.129,-3.7883,3.9295,-0.064965,0.044886,-0.46799,0.8802,3.4443,-5.0201,0.24805,-0.36685,-0.64503,-0.054112,1.5354,0.79448,1.0373,0,0,0,6.8592,6.8563,6.8734,6.8632,-0.66266,8.1033,-0.54365,1.3369,-0.389,-7.2101
1.77,-12.095,-3.8385,3.9321,-0.068041,0.042989,-0.46667,0.88076,3.4596,-5.0117,0.25839,-0.37017,-0.6431,-0.054054,1.5288,0.87549,1.0315,0,0,0,6.8575,6.8553,6.8741,6.864,-0.64938,8.0987,-0.61541,1.3191,-0.53897,-7.1422
1.78,-12.06,-3.8885,3.9347,-0.071125,0.041111,-0.46531,0.88133,3.4749,-5.0025,0.26868,-0.37347,-0.64108,-0.053985,1.5224,0.95645,1.025,0,0,0,6.8557,6.8542,6.8748,6.8648,-0.63628,8.0925,-0.68648,1.3006,-0.6884,-7.0698
1.79,-12.025,-3.9385,3.9374,-0.074215,0.039251,-0.46391,0.8819,3.4901,-4.9926,0.27889,-0.37673,-0.63897,-0.053906,1.5161,1.0373,1.0178,0,0,0,6.8539,6.8531,6.8754,6.8655,-0.62337,8.0849,-0.75679,1.2816,-0.83723,-6.993
1.8,-11.99,-3.9884,3.9403,-0.077312,0.037411,-0.46247,0.88247,3.5052,-4.9818,0.28903,-0.37995,-0.63676,-0.053816,1.5099,1.1181,1.0099,0,0,0,6.852,6.852,6.876,6.8661,-0.61065,8.0758,-0.82632,1.262,-0.98544,-6.9121
1.81,-11.955,-4.0381,3.9432,-0.080416,0.03559,-0.46098,0.88304,3.5203,-4.9702,0.29909,-0.38314,-0.63446,-0.053715,1.5039,1.1989,1.0013,0,0,0,6.8502,6.8508,6.8764,6.8667,-0.59813,8.0652,-0.89502,1.2417,-1.133,-6.8271
1.82,-11.92,-4.0878,3.9463,-0.083525,0.033789,-0.45946,0.88361,3.5353,-4.9578,0.30905,-0.3863,-0.63206,-0.053605,1.498,1.2794,0.99198,0,0,0,6.8483,6.8497,6.8768,6.8672,-0.58582,8.0531,-0.96285,1.2208,-1.2798,-6.7384
1.83,-11.885,-4.1373,3.9494,-0.08664,0.032009,-0.4579,0.88419,3.5502,-4.9446,0.31892,-0.38941,-0.62956,-0.053485,1.4922,1.3599,0.98202,0,0,0,6.8463,6.8485,6.8772,6.8677,-0.57372,8.0396,-1.0298,1.1991,-1.4258,-6.6461
1.84,-11.849,-4.1867,3.9526,-0.089761,0.03025,-0.4563,0.88477,3.5651,-4.9306,0.32869,-0.39248,-0.62697,-0.053355,1.4865,1.4402,0.97139,0,0,0,6.8444,6.8473,6.8775,6.8681,-0.56184,8.0246,-1.0958,1.1768,-1.571,-6.5504
1.85,-11.813,-4.2359,3.956,-0.092886,0.028513,-0.45466,0.88535,3.5799,-4.9158,0.33835,-0.39551,-0.62428,-0.053215,1.4809,1.5204,0.96011,0,0,0,6.8424,6.8462,6.8777,6.8685,-0.55018,8.0082,-1.1608,1.1538,-1.7153,-6.4515
1.86,-11.777,-4.285,3.9594,-0.096016,0.026798,-0.45297,0.88594,3.5947,-4.9002,0.34789,-0.39849,-0.62148,-0.053067,1.4755,1.6004,0.94818,0,0,0,6.8404,6.845,6.8779,6.8688,-0.53876,7.9903,-1.2248,1.13,-1.8588,-6.3496
1.87,-11.741,-4.3339,3.9629,-0.099149,0.025106,-0.45124,0.88652,3.6095,-4.8838,0.35731,-0.40142,-0.61859,-0.052909,1.4702,1.6802,0.93561,0,0,0,6.8385,6.8438,6.878,6.8691,-0.52759,7.971,-1.2878,1.1055,-2.0012,-6.2448
